num_ambulances,fleet_type,mean_art,std_art,num_runs
3,baseline,39.602958552958555,11.058368693293739,5
3,ai,38.848254240014015,8.693312223503984,5
5,baseline,24.070273466371027,1.2137381976734942,5
5,ai,22.66788934642593,1.5884208245458722,5
7,baseline,22.107368526897936,1.9950889887993202,5
7,ai,19.39540717274262,0.25012530190588567,5
10,baseline,20.337642320085926,1.1623965897324544,5
10,ai,17.948665342601785,0.7088933351172793,5
